	Fabp_1	Fabp_2	Fabp_3	Fabp_4	KrasG12D_1	KrasG12D_2	KrasG12D_3	KrasG12D_4
RALGPS2	996.191984	1021.631007	1130.250191	1201.626188	1636.07846	1556.560221	1565.101845	1624.512609
CR2	0	14.58582691	143.9684383	59.82067264	29.70987061	18.64302915	363.6694861	9.177391056
FCGR2B	112.0637961	140.9021439	131.7949228	143.3158983	75.73986293	99.98386339	86.60294914	30.08324093
FRMD4A	107.4244451	78.58929965	66.3329739	109.2675625	78.51915159	80.79508482	57.90919963	86.15218837
IL2RA	6.653417145	3.237052468	2.090956046	11.63511545	6.874066287	3.487127893	11.77120524	3.393777928
KYNU	1.34000644	5.83722468	7.253186359	10.24234378	4.7294995	10.46220673	8.400264749	2.028261121
HNMT	29.61200917	43.10645431	42.54473213	24.62531263	17.41920748	34.36531283	5.109970691	16.72498647
PRG2	3.713560782	5.28539792	3.453674059	3.633116294	6.425577082	7.565057287	0	0.911653076
SLC12A1	0.937484904	0	0	0	0	0	0	0
SIGLEC1	5.635978855	3.605874157	3.498218947	0.929726889	8.436911051	1.795128894	4.875415633	5.664879385
HDC	1.938640886	1.524299197	14.36636544	2.470654994	10.96997369	2.535568253	0.469688218	1.261033367
DUSP2	8.179311836	19.38284321	17.36346415	21.91332978	24.3532636	17.10620757	24.28927445	7.847521545
IL1B	18.64622762	14.50304275	28.81366883	15.02881234	9.051087676	17.78319273	10.89442228	8.962546067
IL1A	0.91612124	1.760434531	3.39819786	4.506200359	3.195033334	3.814222412	2.626091011	2.73294304
BFSP1	61.79363973	70.71986142	104.4002244	257.7827705	82.75931091	55.96700219	231.8173272	83.53764515
ANGPT4	0	0	1.144892289	0	1.07606329	0	0	0
ZBP1	1191.036815	1655.164846	1728.342864	2163.5651	1554.795159	1899.620419	1976.204487	282.7925121
IL21	2.925894725	2.67841521	0.784168637	0.622491157	3.363427152	2.926661939	0.463154684	0
CD2	7.012582039	40.33384119	33.46860559	27.26940961	30.12834678	19.3839091	32.82616115	9.491143566
FAM198B	93.18382213	49.63120618	32.22423573	25.3359436	7.660885158	14.31939657	20.9460137	5.235343497
LEF1	3.737961761	2.550877382	2.597696363	5.10464655	10.78631928	5.276910524	6.539429062	3.098034065
TLR2	929.1353344	1264.111388	886.8826913	655.1761212	162.6657274	270.0503167	114.2486594	154.7219054
NR4A3	4.15162456	4.60494102	7.074569414	7.52081969	14.30202539	8.787669999	14.56431824	8.294515349
CD72	26.08665962	38.46584017	86.18796363	60.76516687	61.6402164	43.75710225	32.24688085	27.5424744
SIT1	1.271526977	2.61687275	4.646082936	3.759719284	1.576053194	3.433441873	3.665920712	1.248901802
BEND5	0.981784157	6.753888864	13.52444288	8.18519076	5.284246651	3.786452711	21.57178336	5.345028516
ORC1	59.30942711	394.4317035	52.86721734	41.0361596	40.25606498	422.2598214	30.42326538	44.03249185
CDA	515.0764417	385.3139237	346.9967104	338.3034495	1251.771412	1314.900933	1280.129764	1232.705344
CSF3R	3.717022812	4.408045872	1.138053212	4.558964701	9.721122601	4.657691915	3.777616601	0.928450129
SMPDL3B	139.3081083	551.7692429	493.8288124	340.2346386	274.9845001	373.3200853	223.2064199	129.5637958
PLCH2	305.8679443	283.5388027	334.945896	390.982477	211.6778069	231.5709876	231.3084115	266.1325378
TNFRSF4	0	2.630739062	10.24051792	0.910228125	2.178929173	3.712159106	3.762546862	1.85241871
BST1	2.499556444	8.437617811	6.916916487	16.46872558	33.84837995	8.380298911	7.137539626	2.517883071
CD38	3548.638412	6471.457122	9465.805221	9659.23417	5716.845551	5563.0554	7457.053859	2703.595225
TEC	330.2131537	331.9475271	388.0874067	368.9938849	473.3920507	424.7242443	415.500603	499.9903914
STAP1	7.153592908	3.137069314	5.151243838	4.874493453	7.99393376	5.96526482	13.08361075	4.300747709
GFI1	137.0337223	91.43607876	100.4530932	138.9973673	111.3019718	40.63829301	74.13073117	117.5883635
CRYBB1	5.334672496	3.341270478	1.223178382	0.977439148	1.151072612	2.585325772	3.47338639	1.961163178
CXCL5	14.45547244	11.42049038	27.05232336	160.925733	50.49840667	1.92110372	71.36652005	6.416476647
PPBP	1.797493261	1.774773605	0	3.631868254	0	0	2.618646815	0
CXCL3	0	0	3.419289846	8.165322852	1.056077788	0	2.590837985	0
ABCB9	168.9104811	126.4873281	180.7719111	117.9423653	204.0137919	140.4042746	183.1917721	205.9617199
CXCL9	71.32973963	202.676021	74.00333229	169.838796	219.3063258	296.1691197	232.3960326	36.13786564
BCL7A	119.1326397	116.1960695	96.79240672	107.0229209	72.36451769	82.91248297	44.43983482	83.66559375
HOXA1	4.724221212	2.675655276	3.089945525	0.917420749	1.093073173	0.952523023	3.860273996	2.812110672
EPHA1	988.4946546	1073.754535	1123.157868	622.8606338	852.6355703	1242.334485	836.3031373	1186.154383
HPGDS	101.3101873	66.76250404	91.83193866	158.1716426	296.8836086	126.4134768	242.6498701	162.6784829
KLRG1	0	5.231104218	0	1.804768733	1.061489895	1.874169216	1.286166095	2.76539039
LAG3	12.74487192	17.8311199	18.77351723	14.26873819	19.49120251	19.3335089	26.10258233	13.65298976
KLRK1	1.608821555	21.77535405	12.97864118	9.497037378	12.44229654	7.938375263	6.819254677	0.808681969
CD69	9.109331676	21.69862429	14.73376593	11.64272544	10.71594421	17.12800803	14.61241148	6.439373424
CLEC2D	1091.021181	1917.69382	1659.380097	1288.642855	623.8431942	936.3611222	705.5929614	736.1319613
KLRD1	22.31063872	43.68166988	28.62918845	11.54012208	14.917509	18.74417285	13.02662656	7.160134449
WNT5B	10.66576372	6.280260425	4.684987377	4.667001208	6.579004421	6.445923943	0	7.399465083
BHLHE41	2.627125375	17.53793281	31.04181196	10.96983411	44.48281369	9.32985402	4.496652456	5.899391791
LRMP	251.2858523	90.812593	181.8088782	447.6108413	834.6887627	238.5020923	1371.531808	882.2094859
ST8SIA1	5.869762149	12.27952535	74.30881146	118.1612421	51.37250458	5.029250818	75.30682761	3.465518684
DENND5B	259.9784039	147.8402434	228.3096197	158.9805633	388.1465722	272.2167141	500.2617144	441.9233421
CD27	0.734087399	6.917394513	7.873070655	13.1471822	10.17845044	2.189834864	5.911462422	2.910954502
GIPR	2.818471871	2.667905468	3.43114947	8.234631343	2.140726743	1.857234353	3.762976904	0
PGLYRP1	2872.49279	4038.8903	4176.984375	8169.286507	6842.319922	4302.994538	7986.993152	3341.952655
SLC7A10	0	2.833323431	1.072146079	0	0	0	0	0
CD22	10.12266887	51.43564721	153.1650649	51.5867832	70.88763734	7.06444151	102.8311191	57.29675176
CD19	0	12.28325398	0	44.54767445	25.72080381	0	0	8.264077339
LAT	0	41.72330822	0	11.85233654	35.10764566	63.582212	18.73386068	15.91687078
TRAT1	0	4.40319345	0	0	0	0	0	0.917521121
CD37	0	26.89164672	71.61687275	36.40816028	57.91644577	22.34373117	60.36791844	11.26599668
SERGEF	78.03187156	84.35989004	45.75172568	75.20264432	41.62664863	52.76966283	66.410858	57.05645367
CHST15	101.71837	66.15776594	66.66500764	123.9971447	934.1505992	250.5070577	1985.861365	547.2263315
GPC4	620.4480071	479.0230827	478.2018583	1018.144754	1112.540622	727.923502	1782.424131	812.1809494
CD40LG	0	0	1.13619967	0.891951747	1.059630679	0.937854318	1.310798573	0
RENBP	18.84008381	22.1974366	24.74270778	8.682434241	10.38942183	33.67870964	4.08643502	3.546841173
RASA3	305.6596424	674.7246315	336.5857675	361.2404225	263.8722886	309.2664573	166.2311119	285.0073813
IDO1	184.1549723	1320.740625	923.8233571	812.4342024	410.1411734	650.9309564	831.4386324	73.67556683
CCL22	1.295596652	8.182815546	19.18692925	5.792246965	5.298116517	24.83855543	11.65456443	4.619280197
CCL17	0	0.871881737	1.156351186	0.911828126	4.311237655	0.938609274	6.215039172	4.613650865
SMPD3	1526.116702	1666.86453	2074.25527	2569.110039	2292.470182	1283.071851	3059.46441	1735.346489
BIRC3	680.2876947	639.9140782	844.0746933	1117.146515	1003.590653	582.0160121	1698.487676	969.6875368
CRTAM	7.312273157	7.983235263	8.855189341	5.822481101	11.08206302	3.684286184	1.661461419	1.65881633
BARX2	24.78693803	7.113522656	17.32038844	37.21395517	23.31849849	7.441578372	33.10870418	16.75747208
ETS1	95.94596025	222.0023294	325.9091589	186.3432961	201.7665279	323.6175746	239.017814	68.35579017
CD3E	43.11306525	83.0020661	78.61690629	20.23269407	34.47311058	78.03467059	29.07279398	12.09122159
CD3D	42.76032694	53.19956346	51.57930668	37.63013094	39.47720539	59.36403871	22.02680156	17.51913548
AQP9	0	1.768618506	0	0.906785368	1.053369868	0	3.841459304	0.919233528
PAQR5	1550.836349	1233.651052	1052.007256	709.8350699	1433.82808	1259.985118	1714.22481	1262.215572
DAPK2	566.4271505	642.6554967	681.2797111	752.6662455	744.636317	655.477572	1155.436959	831.8535924
CDC25A	1105.184403	1088.485019	1185.162674	908.1727873	732.3827453	809.9170069	606.8092779	657.4382397
GPR19	11.07819774	14.7972913	5.543585976	31.93387626	13.77003169	14.63238172	10.18455592	3.998753596
NLRP3	1.368048918	2.561393161	5.827222008	1.991097433	7.029616884	2.736794566	0.936490518	0
PRR5L	105.3275876	287.1286875	183.2807988	55.54022948	57.92502787	21.8962968	56.63463325	13.92786831
P2RY2	167.6287776	331.1577034	340.0572705	365.29823	1169.543563	724.7393063	1223.156087	788.811774
RASGRP2	11.77729394	26.34622228	7.270146658	15.42506806	27.30028397	24.81999185	59.28424759	11.95017307
KLRC3	0	0	1.149675064	0	0	0	0	0
FBXL8	226.6606616	235.2484044	245.4385075	226.8563901	289.8732905	232.7860282	295.9364744	310.3219921
APOL6	319.1572976	1281.713948	1008.798054	438.4660969	1146.584018	2327.667847	268.5584063	863.4594775
MAP9	13.60435184	4.36474679	53.8520324	6.130098452	107.3652102	8.828681661	61.09250894	87.52894328
DHRS11	1693.057374	2015.65612	2406.212083	1798.175053	1561.795363	1426.461953	1384.881047	1825.738151
PIK3IP1	10.3499784	58.26842301	60.26204637	18.49978678	11.52278814	13.24515216	32.31265516	3.156661134
CD300A	5.21218563	20.07422513	7.321368476	8.430633657	27.12146681	63.36553077	4.589399442	8.599801848
BMP2K	456.4585463	441.0842397	444.461626	446.2927363	582.3858048	603.6448583	733.9918785	642.2055299
CXCL10	46.59051571	60.81275272	29.06928277	122.8944374	218.2994528	184.0070063	291.0681933	44.13005472
DPP4	560.8979931	295.8479529	646.9635093	647.6641865	255.0943048	383.5165553	351.1761008	538.5203408
IGSF6	3.691603207	6.063569317	7.978644827	7.177465062	13.924013	5.670202371	14.55591381	4.566225077
CCL5	248.705238	535.2013674	281.6672455	128.6348948	217.7700481	422.94158	76.94889551	103.779913
RRP12	154.3643231	152.8449692	151.9202181	147.0977345	159.7807325	191.855204	88.98856346	133.892711
HPSE	256.291352	301.5121044	274.2236221	317.6053763	179.0574219	286.5403073	201.8248447	171.0604284
CCL7	3.586163091	0.879496936	7.998658444	42.75931535	3.239902941	5.696169123	13.21079721	1.839694058
CCR3	0	0	1.117035824	0.896415849	1.056448373	0.943531265	1.322637046	0
SLC12A8	1171.278263	787.3904273	716.1875278	849.9130061	778.7646778	714.2227309	580.147297	842.4926426
TTC38	1001.492839	1273.695833	1270.6761	903.9882252	1414.384713	1463.071703	1197.168172	754.8040159
FAM65B	14.07040877	33.95354589	90.693432	39.50702447	33.68424987	28.99143192	65.00061798	22.97855839
SLC2A6	155.0561453	88.92111599	128.2199541	63.85713463	40.40112047	52.37773997	29.5368866	10.39880136
SKA1	41.91096955	30.03164326	21.76632363	44.35840963	22.33871781	30.11976458	6.509943784	13.88372071
P2RY13	3.650473247	11.45578048	13.75530701	17.93922169	8.552318717	7.558541741	6.475252217	3.698266765
P2RY14	9.290586505	0	0	0	0	15.06646396	0	0
TMEM255A	0.793992594	1.541420477	1.970129591	0	0	1.645515282	0	1.638623305
PRF1	5.725355384	0	0	0	0	0	6.222056907	0
MAP4K1	0	69.35805069	57.53800593	57.20136388	58.00030682	38.11939962	56.39446846	0
CHST7	2.996838913	0	0	0.917170136	0	1.841024341	2.355295879	2.783735703
DEPDC5	288.3119643	218.2239636	399.8247147	284.6562657	345.6545199	206.4376396	322.9841254	383.3230593
VNN1	302.0199219	248.1067035	320.4637908	85.54484324	111.4763616	128.3730011	79.99382284	89.23102056
PTGER2	2.745949611	7.098619147	2.265236789	3.643261056	2.129436042	5.650485642	1.279655922	0.930183326
AIM2	704.1669173	698.1972069	766.0989387	826.4245995	783.1667556	853.7595757	1019.590148	1177.511051
EGR2	21.52211652	3.469016062	17.13299859	2.662113503	3.1001257	4.376259108	3.653276732	32.43491564
TMEM156	1.850513434	3.520626266	3.450522039	3.643237107	1.079431001	0	0	1.837387848
BANK1	0	12.13415648	47.77227729	48.97130349	31.06201108	6.583535933	63.1156332	0
CCR7	1.910786289	9.604545174	24.32559659	14.59674558	25.6682454	7.423578108	34.63795959	6.467687584
SOCS1	89.45723047	184.1761987	140.5289766	217.3197431	117.8210835	88.09512905	130.7221007	41.48023904
SPAG4	0	2.750059352	0	3.970420403	1.048758094	2.161337777	2.02187723	1.779920175
