"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000904","GO:0000904","cell morphogenesis involved in differentiation","98/1304","456/10269",5.77546172394111e-08,2.55222904000707e-05,2.21512445833071e-05,"Ifrd1/Septin7/Rac1/Calr/Coro1c/Rab11a/Map2k1/Eif4g2/Atp5g1/Arpc2/Epha2/Ctnnb1/Rhoa/Fzd3/Ptprs/Map2/Xk/Notch4/Etv4/Pitpna/Pmp22/Ndel1/Ywhah/Sema6a/Lims1/Cobl/Rtn4/Mink1/Arhgef28/Map3k1/Wnt5a/Sdc2/Arc/App/Vegfa/Lama3/Spry4/Afg3l2/Mark2/P4hb/Flnb/Ube3a/Baiap2/Raph1/Dst/Ngef/Stk25/Lamc2/Abl2/Lamb3/Plxna2/Stxbp1/Itgav/Itpka/Skil/Mfn1/Efna4/Stmn1/Rilpl2/Actb/Caprin2/Vasp/Usp9x/Cask/Cttn/Vsig1/Slit2/Ist1/Zdhhc15/Map2k2/Eef2k/Zswim4/Sh3glb1/Clic4/Shank2/Lzts3/Jmjd1c/Sema7a/S100a10/Sipa1l1/Fmn1/Dock5/Rtn4rl1/B3gnt2/Lamb2/Adam10/Actn4/Ep300/Ntrk2/B4galt6/Nbeal2/Abi1/Flot1/Btbd3/Erbb2/Sema3e/Cldn3/Heg1",98
"GO:0044057","GO:0044057","regulation of system process","66/1304","277/10269",1.90471266485931e-07,7.71567355323426e-05,6.69656873750537e-05,"Comt/Fmr1/Hip1r/Jup/Tmem25/Sri/Cacnb3/Aqp1/Map2k1/Fgfr4/Inpp5k/Atp1a2/Rhoa/Kcnq1/Ada/Egfr/Mdm2/Rtn4/Hif1a/Arg2/Yy1/F2rl1/Gata4/Fbxo32/Emp2/Cxadr/App/Runx1/Tnfrsf21/Abcg8/Slc1a1/Add3/Baiap2/Smad7/Gpr39/Gnas/Tmem38b/Edn2/Slc9a1/Errfi1/P2rx4/Abcg2/Tnfrsf1a/Cttn/Isx/Tmem38a/Tpm1/Smad3/Gnai2/Dusp5/Kcne3/Chrnb4/Shank2/Sct/Abcg5/Kcnd3/Pde9a/Rnf10/Adora1/Dsg2/Dock5/Camk2d/Dsp/Ep300/Per2/Hopx",66
"GO:0007043","GO:0007043","cell-cell junction assembly","28/1304","80/10269",2.35062439461895e-07,8.78952706326362e-05,7.62858507986457e-05,"Jup/Rhoc/Pkn2/Epha2/Ctnnb1/Rhoa/Cntnap1/Myo1c/Pmp22/Cldn7/Ocln/Hdac7/Smad7/Pkp1/Nphp1/Actb/Tjp1/Pdcd6ip/Ctnnd1/Ctnna1/Pard6b/Cldn2/Cldn4/Pkp3/Actn4/Cldn23/Cldn3/Heg1",28
"GO:0051272","GO:0051272","positive regulation of cellular component movement","83/1304","381/10269",3.39690107202668e-07,0.000117945257936584,0.000102366763132954,"Itga3/Rac1/Rhoc/Calr/Aqp1/Rab11a/Map2k1/Arpc2/Sod2/Rhoa/Map2/Sash1/Myo1c/Cldn7/Mmp7/Cxcl16/Map2k3/Grb7/Sema6a/Egfr/Mdm2/Rtn4/Spag9/Hif1a/F2rl1/Wnt5a/Spry2/Hdac7/App/Vegfa/Mapre2/Anxa1/Ccr1/Lamc2/Acvr1/Itgav/Bmp2/Tlr2/Fubp1/Arhgef2/F3/Sdcbp/Epb41l4b/Glipr2/Edn2/Stmn1/P2rx4/Anxa3/Tjp1/Furin/Iqgap1/Aldoa/Il34/Tradd/Tirap/Smad3/Gnai2/P2ry2/Map2k2/Atp8a1/Sema7a/Rras/Egr1/Irs2/Rhod/S100a14/Sun2/Dock5/Epcam/Fam83h/Cldn4/Fgfbp1/Lgals3/Arhgef39/Cemip/Camk2d/Rhob/Adam10/Actn4/Sh3rf2/Mapk3/Sema3e/Cldn3",83
"GO:2000147","GO:2000147","positive regulation of cell motility","81/1304","370/10269",3.8106726936813e-07,0.000123491199759899,0.000107180183552804,"Itga3/Rac1/Rhoc/Calr/Aqp1/Rab11a/Map2k1/Arpc2/Sod2/Rhoa/Sash1/Myo1c/Cldn7/Mmp7/Cxcl16/Map2k3/Grb7/Sema6a/Egfr/Mdm2/Rtn4/Spag9/Hif1a/F2rl1/Wnt5a/Spry2/Hdac7/App/Vegfa/Mapre2/Anxa1/Ccr1/Lamc2/Acvr1/Itgav/Bmp2/Tlr2/Fubp1/Arhgef2/F3/Sdcbp/Epb41l4b/Glipr2/Edn2/P2rx4/Anxa3/Tjp1/Furin/Iqgap1/Aldoa/Il34/Tradd/Tirap/Smad3/Gnai2/P2ry2/Map2k2/Atp8a1/Sema7a/Rras/Egr1/Irs2/Rhod/S100a14/Sun2/Dock5/Epcam/Fam83h/Cldn4/Fgfbp1/Lgals3/Arhgef39/Cemip/Camk2d/Rhob/Adam10/Actn4/Sh3rf2/Mapk3/Sema3e/Cldn3",81
"GO:0040017","GO:0040017","positive regulation of locomotion","82/1304","377/10269",4.2891764259871e-07,0.00013031054129202,0.000113098809969449,"Itga3/Rac1/Rhoc/Calr/Aqp1/Rab11a/Map2k1/Arpc2/Sod2/Rhoa/Sash1/Myo1c/Cldn7/Mmp7/Cxcl16/Map2k3/Grb7/Sema6a/Egfr/Mdm2/Rtn4/Spag9/Hif1a/F2rl1/Wnt5a/Spry2/Hdac7/App/Vegfa/Mapre2/Anxa1/Ccr1/Lamc2/Acvr1/Itgav/Bmp2/Tlr2/Fubp1/Arhgef2/F3/Sdcbp/Epb41l4b/Glipr2/Edn2/P2rx4/Anxa3/Tjp1/Furin/Iqgap1/Aldoa/Slit2/Il34/Tradd/Tirap/Smad3/Gnai2/P2ry2/Map2k2/Atp8a1/Sema7a/Rras/Egr1/Irs2/Rhod/S100a14/Sun2/Dock5/Epcam/Fam83h/Cldn4/Fgfbp1/Lgals3/Arhgef39/Cemip/Camk2d/Rhob/Adam10/Actn4/Sh3rf2/Mapk3/Sema3e/Cldn3",82
"GO:0010721","GO:0010721","negative regulation of cell development","33/1304","108/10269",7.64173482710948e-07,0.000218508664673995,0.000189647511994147,"Ifrd1/Coro1c/Ctnnb1/Ptprs/Map2/Cers2/Ywhah/Sema6a/Appl2/Rtn4/Rflnb/Id4/Wnt5a/Vegfa/Spry4/Tjp2/Fbn1/Arhgef2/Ski/Idh2/Slit2/Mt3/Kdm1a/Ctnna1/Sema7a/Dusp10/Tspo/Rnf10/Shb/Actn4/Hmga2/B2m/Sema3e",33
"GO:0048667","GO:0048667","cell morphogenesis involved in neuron differentiation","75/1304","342/10269",9.65233759460018e-07,0.000247689854821109,0.000214974380000434,"Ifrd1/Septin7/Rac1/Rab11a/Map2k1/Eif4g2/Atp5g1/Epha2/Fzd3/Ptprs/Map2/Xk/Etv4/Pitpna/Pmp22/Ndel1/Ywhah/Sema6a/Cobl/Rtn4/Mink1/Arhgef28/Wnt5a/Sdc2/Arc/App/Vegfa/Lama3/Afg3l2/Mark2/Ube3a/Baiap2/Raph1/Dst/Ngef/Stk25/Lamc2/Abl2/Plxna2/Stxbp1/Itpka/Skil/Mfn1/Efna4/Stmn1/Actb/Caprin2/Vasp/Usp9x/Cask/Cttn/Slit2/Ist1/Zdhhc15/Map2k2/Eef2k/Zswim4/Sh3glb1/Shank2/Lzts3/Sema7a/Sipa1l1/Fmn1/Rtn4rl1/B3gnt2/Lamb2/Adam10/Ep300/Ntrk2/B4galt6/Abi1/Flot1/Btbd3/Erbb2/Sema3e",75
"GO:0030335","GO:0030335","positive regulation of cell migration","78/1304","360/10269",9.68135618514928e-07,0.000247689854821109,0.000214974380000434,"Itga3/Rac1/Rhoc/Calr/Aqp1/Rab11a/Map2k1/Arpc2/Sod2/Rhoa/Sash1/Myo1c/Mmp7/Cxcl16/Map2k3/Grb7/Sema6a/Egfr/Mdm2/Rtn4/Spag9/Hif1a/F2rl1/Wnt5a/Spry2/Hdac7/App/Vegfa/Mapre2/Anxa1/Ccr1/Lamc2/Acvr1/Itgav/Bmp2/Tlr2/Fubp1/Arhgef2/F3/Sdcbp/Epb41l4b/Glipr2/Edn2/P2rx4/Anxa3/Tjp1/Furin/Iqgap1/Aldoa/Il34/Tradd/Tirap/Smad3/Gnai2/P2ry2/Atp8a1/Sema7a/Rras/Egr1/Irs2/Rhod/S100a14/Sun2/Dock5/Fam83h/Cldn4/Fgfbp1/Lgals3/Arhgef39/Cemip/Camk2d/Rhob/Adam10/Actn4/Sh3rf2/Mapk3/Sema3e/Cldn3",78
"GO:0045596","GO:0045596","negative regulation of cell differentiation","83/1304","391/10269",1.05411461883169e-06,0.000256202558107043,0.000222362704856707,"Axin2/Fmr1/Ifrd1/Hbp1/Calr/Coro1c/Ctr9/Tcf23/Sod2/Ctnnb1/Rhoa/Id3/Ptprs/Nelfb/Map2/Notch4/Cers2/Ywhah/Sema6a/Egfr/Appl2/Ppp2ca/Rtn4/Trib2/Rflnb/Spag9/Yy1/Gpr137b/Id4/Wnt5a/Spry2/Trio/Hdac7/App/Runx1/Vegfa/Lbh/Spry4/Anxa1/Tjp2/Men1/Fuom/Smad7/Cdc73/Adipor1/Itgav/Fbn1/Spred1/Bmp2/Skil/Arhgef2/Trp53inp1/Ski/Clec2d/Idh2/Nucb2/Slit2/Mt3/Smad3/Trib1/Kdm1a/Spry1/Ctnna1/Inpp4b/Sema7a/Dusp10/Rc3h1/Tspo/Rnf10/Asxl1/Shb/Insig1/Spred2/Bhlha15/Zfp608/Actn4/Hmga2/Hopx/B2m/Erbb2/Sema3e/Ccnd1/Nrarp",83
"GO:0010876","GO:0010876","lipid localization","67/1304","298/10269",1.4648465311156e-06,0.0003390770946549,0.000294290972266231,"Apoc2/Hbp1/Lrrc8a/Vps4b/Pitpna/Slc25a22/Slc1a4/Fabp6/Apob/Sgpp1/Esyt2/Abcd4/Runx1/Slc10a2/Abcg8/Npc1/Slc12a2/Anxa1/Slc1a1/Septin2/Stxbp1/Il1rn/Itgav/Slc27a2/Slc7a11/Pla2g12a/Stra6l/Ugcg/Plin2/Slc2a1/Pla2g2c/Osbpl3/Dennd5b/Furin/Nucb2/Slco2b1/Dgat2/Aqp8/Anxa2/Plscr1/Plscr4/Abhd5/P2ry2/Acsl3/Pla2g4c/Pla2g3/Eepd1/Ldlrap1/Atp11b/Asxl2/Atp8a1/Irs2/Pitpnc1/Spns2/Abcg5/Tspo/Acacb/Adora1/Asxl1/Zfyve1/Lrrc8e/Slc51b/Ntrk2/Per2/Gulp1/Ces1d/Selenom",67
"GO:0006869","GO:0006869","lipid transport","60/1304","258/10269",1.62291004808101e-06,0.000358589351987354,0.000311226003478885,"Apoc2/Hbp1/Lrrc8a/Vps4b/Pitpna/Slc25a22/Slc1a4/Fabp6/Apob/Sgpp1/Esyt2/Abcd4/Runx1/Slc10a2/Abcg8/Npc1/Slc12a2/Anxa1/Slc1a1/Septin2/Stxbp1/Il1rn/Itgav/Slc27a2/Slc7a11/Pla2g12a/Stra6l/Ugcg/Plin2/Slc2a1/Pla2g2c/Osbpl3/Dennd5b/Furin/Nucb2/Slco2b1/Aqp8/Anxa2/Plscr1/Plscr4/P2ry2/Acsl3/Pla2g3/Eepd1/Ldlrap1/Atp11b/Atp8a1/Irs2/Pitpnc1/Spns2/Abcg5/Tspo/Adora1/Lrrc8e/Slc51b/Ntrk2/Per2/Gulp1/Ces1d/Selenom",60
"GO:0050767","GO:0050767","regulation of neurogenesis","59/1304","254/10269",2.06222432058199e-06,0.000435846627058654,0.000378278950887533,"Fmr1/Ifrd1/Rab11a/Map2k1/Eif4g2/Atp5g1/Ctnnb1/Fzd3/Ptprs/Map2/Cers2/Ndel1/Ywhah/Sema6a/Egfr/Appl2/Rtn4/Aspa/Hif1a/Id4/Xrcc4/Wnt5a/Vegfa/Baiap2/Stk25/Plxna2/Ell3/Itpka/Spint1/Bmp2/Skil/Mfn1/Tlr2/Arhgef2/Ski/Bhlhe40/Caprin2/Idh2/Cask/Slit2/Ist1/Il34/Mt3/Map2k2/Eef2k/Kdm1a/Sh3glb1/Ctnna1/Sema7a/Dusp10/Tspo/Rnf10/Atxn1/Ep300/Ntrk2/Per2/Hmga2/B2m/Sema3e",59
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","48/1304","194/10269",2.90802227143544e-06,0.00058899567756032,0.000511199704557599,"Gcg/Map2k7/Map2k1/Fgfr4/Epha2/Ccl6/Sema6a/Dusp6/Egfr/Ptprr/Grb10/Prxl2c/F2rl1/Gata4/Spry2/Ywhaz/App/Vegfa/Dusp1/Spry4/Ccr1/Cflar/Abl2/Atf3/Itgav/Spred1/Bmp2/Tlr2/Glipr2/Errfi1/Dusp9/Dusp4/Mt3/Tirap/Gnai2/Map2k2/Spry1/Wnk2/Sema7a/Rras/Nlrp6/Dusp10/Garem1/Spred2/Ezr/Camk2d/Erbb2/Mapk3",48
"GO:0051047","GO:0051047","positive regulation of secretion","49/1304","201/10269",3.60925465600932e-06,0.000701783475314452,0.000609090217317278,"Gcg/Rac1/Sri/Aqp1/Fgfr4/Bcl2l1/Dynll1/Kcnq1/Vps4b/Tsg101/Egfr/Rtn4/Sdc1/Rph3al/Hif1a/F2rl1/Glud1/Runx1/Rab27b/Slc12a2/Rhbdd1/Gpr39/Glul/Mpc2/Stxbp1/Bmp2/Tlr2/Sdcbp/Edn2/Pink1/Sytl2/Nucb2/Cask/Map1lc3b/Pdcd6ip/Gnai2/P2ry2/Acsl3/Pla2g3/Sct/Irs2/Adora1/Golph3l/Lgals3/Vamp8/Ezr/Ep300/Ang/Septin5",49
"GO:0009611","GO:0009611","response to wounding","63/1304","282/10269",3.76387052316173e-06,0.000703699023580352,0.000610752755337336,"Map2k7/Aqp1/Map2k1/Sod2/Ptprs/Cers2/Hnf4a/Ndel1/Egfr/Rtn4/Sdc1/Itgb4/Hif1a/F2rl1/Map3k1/Gata4/Anxa8/Wnt5a/Plec/Cxadr/Cdkn1a/Vegfa/Slc12a2/Anxa1/Papss2/Slc1a1/Cflar/Dst/Stxbp1/Itgb6/Tfpi/Aurka/Gnas/Anxa5/Slc7a11/F3/Epb41l4b/Arhgef19/Tec/P2rx4/Adipor2/Cask/Casp3/Anxa2/Tpm1/Smad3/Phldb2/Map2k4/Map2k2/Rap2b/Nlrp6/Abhd2/Dusp10/Ppl/Nrep/Rtn4rl1/Cldn4/Lamb2/Dsp/Nbeal2/Bloc1s3/Erbb2/Cldn3",63
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","45/1304","180/10269",4.39375460837673e-06,0.000791038561159973,0.000686556275648106,"Gcg/Map2k7/Map2k1/Fgfr4/Epha2/Ccl6/Sema6a/Dusp6/Egfr/Ptprr/Prxl2c/F2rl1/Gata4/Spry2/Ywhaz/App/Vegfa/Dusp1/Spry4/Ccr1/Cflar/Abl2/Atf3/Spred1/Bmp2/Tlr2/Glipr2/Errfi1/Dusp9/Dusp4/Mt3/Tirap/Gnai2/Spry1/Wnk2/Sema7a/Rras/Nlrp6/Dusp10/Garem1/Spred2/Ezr/Camk2d/Erbb2/Mapk3",45
"GO:0061564","GO:0061564","axon development","59/1304","264/10269",7.52856177477641e-06,0.00130701209954243,0.00113437878170315,"Ifrd1/Septin7/Rac1/Rab11a/Map2k1/Eif4g2/Atp5g1/Epha2/Fzd3/Ptprs/Map2/Xk/Cers2/Etv4/Pitpna/Pmp22/Ndel1/Sema6a/Cobl/Rtn4/Arhgef28/Wnt5a/App/Tnfrsf21/Vegfa/Lama3/Afg3l2/Mark2/Raph1/Dst/Stk25/Lamc2/Plxna2/Stxbp1/Skil/Efna4/Stmn1/Actb/Vasp/Usp9x/Cttn/Slit2/Casp3/Ist1/Zpr1/Map2k2/Zswim4/Sema7a/Sipa1l1/Nrep/Rtn4rl1/B3gnt2/Lamb2/Ep300/Ntrk2/B4galt6/Flot1/Erbb2/Sema3e",59
"GO:0007409","GO:0007409","axonogenesis","54/1304","236/10269",8.8737819325815e-06,0.00148742944738892,0.001290966170083,"Ifrd1/Septin7/Rac1/Rab11a/Map2k1/Eif4g2/Atp5g1/Epha2/Fzd3/Ptprs/Map2/Xk/Etv4/Pitpna/Pmp22/Ndel1/Sema6a/Cobl/Rtn4/Arhgef28/Wnt5a/App/Vegfa/Lama3/Afg3l2/Mark2/Raph1/Dst/Stk25/Lamc2/Plxna2/Stxbp1/Skil/Efna4/Stmn1/Actb/Vasp/Usp9x/Cttn/Slit2/Ist1/Map2k2/Zswim4/Sema7a/Sipa1l1/Rtn4rl1/B3gnt2/Lamb2/Ep300/Ntrk2/B4galt6/Flot1/Erbb2/Sema3e",54
"GO:0001508","GO:0001508","action potential","19/1304","52/10269",9.90522147512055e-06,0.00155460645612781,0.00134927027710569,"Fmr1/Jup/Cacnb3/Kcnq1/Cntnap1/Pmp22/Ywhah/Cxadr/Slc9a1/P2rx4/Kcne3/Chrnb4/Ptpn3/Usp53/Kcnd3/Dsg2/Camk2d/Dsp/Ntrk2",19
