"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009925","GO:0009925","basal plasma membrane","44/1319","160/10332",3.98134938947441e-07,1.98705528620132e-05,1.56968033345786e-05,"Dlg3/Itga3/Aqp1/Ctnnb1/Kcnq1/Myo1c/Erbb3/Cldn7/Slc16a10/Egfr/Itgb4/Slc7a8/Plec/Cxadr/Slc12a2/Slc16a3/Cdh17/Car9/Eps15/Slc2a1/Slc9a1/Tjp1/Slco2b1/Cask/Vsig1/Cadm1/Anxa2/Mst1r/P2ry2/Ldlrap1/Slc26a7/S100g/Adora1/Epcam/Cldn4/Vamp8/Ezr/Slc51b/Dsp/Flot1/Slc4a4/Erbb2/Slc4a11/Hspa1a",44
"GO:0045178","GO:0045178","basal part of cell","46/1319","171/10332",4.37510443832789e-07,2.00161028053501e-05,1.58117809525534e-05,"Dlg3/Itga3/Aqp1/Ctnnb1/Kcnq1/Myo1c/Erbb3/Cldn7/Slc16a10/Egfr/Itgb4/Slc7a8/Plec/Cxadr/Slc12a2/Mark2/Slc16a3/Cdh17/Car9/Eps15/Slc2a1/Slc9a1/Tjp1/Slco2b1/Cask/Vsig1/Cadm1/Anxa2/Mst1r/P2ry2/Phldb2/Ldlrap1/Slc26a7/S100g/Adora1/Epcam/Cldn4/Vamp8/Ezr/Slc51b/Dsp/Flot1/Slc4a4/Erbb2/Slc4a11/Hspa1a",46
"GO:0005923","GO:0005923","bicellular tight junction","28/1319","84/10332",8.28355567082627e-07,3.49820927944894e-05,2.76342100111775e-05,"Dlg3/Ctnnb1/Pmp22/Cldn7/Ocln/Sh3bp1/Cxadr/Tjp2/Nphp1/Arhgef2/Epb41l4b/Aoc1/Frmd4b/Vasp/Tjp1/Pdcd6ip/Ctnnd1/Rap2b/Usp53/Ddx58/Pard6b/Epcam/Cldn2/Cldn4/Cldn23/Patj/Ccnd1/Cldn3",28
"GO:0009986","GO:0009986","cell surface","89/1319","426/10332",1.11193954872918e-06,4.36039151608801e-05,3.44450446674002e-05,"Cav2/Icosl/Itga3/Fcgrt/Calr/Prlr/Aamp/Arpc2/Upk1a/Epha2/Lrrc8a/Notch4/Ada/Pmp22/Mmp7/Egfr/Sdc1/Itgb4/Ocln/Wnt5a/Sdc2/Emp2/App/Atp5o/Krt18/Vegfa/Anxa1/Tjp2/Slc1a1/P4hb/Ccr1/Septin2/Cd55/Capn2/Fcgr2b/Itgb6/Tfpi/Itgav/Bmp2/Anxa5/Slc7a11/Tlr2/Enpep/F3/Rorc/Cdh17/Slc9a1/Prom1/Antxr2/Abcg2/Clec2d/Tnfrsf1a/Tjp1/Furin/Slit2/Anxa2/Nt5e/Lmo7/Capn5/Lrfn3/Clic4/Tnfrsf23/H2-DMa/Sema7a/Clstn1/Pvr/Fzd1/Rtn4rl1/Epcam/Plaur/Bst2/Fgfbp1/Lgals3/Vamp8/Ptprt/H2-T3/Adam10/Ntrk2/Ghr/H2-T22/Flot1/B2m/Slc4a4/Eno1/H2-Bl/Heg1/Tnfsf13/H2-Q2/Ly6g6c",89
"GO:0031253","GO:0031253","cell projection membrane","43/1319","162/10332",1.52560808433638e-06,5.58372558867114e-05,4.41088091751991e-05,"Hip1r/Itga3/Rac1/Aqp1/Inpp5k/Arpc2/Ctnnb1/Rhoa/Map2/Eps8/Myo1c/Appl2/Hcn2/Sh3yl1/Slc6a19/Slc7a8/Asap1/Synj2/Trpm6/Septin2/Cubn/Itgav/Slc28a2/Slc7a11/Enpep/Arhgef2/Eps15/Gnb1/Prom1/Abcg2/Ttyh1/Psd3/Cask/Slc6a14/Tirap/Dagla/Shank2/Eef1a1/Itln1/Ddx58/Eps8l3/Adora1/Ezr",43
"GO:0031252","GO:0031252","cell leading edge","61/1319","267/10332",2.96786952721163e-06,0.000101835023152449,8.04448845533679e-05,"Hip1r/Rac1/Coro1c/Pkn2/Inpp5k/Arpc2/Epha2/Ctnnb1/Rhoa/Arpc5/Map2/Eps8/Myo1c/Ndel1/Cobl/Appl2/Hcn2/Sh3yl1/Itgb4/Pdlim7/Ywhaz/Sh3bp1/App/Synj2/P4hb/Raph1/Abl2/Nckap1/Itgav/Trpm7/Gnas/Arhgef2/Bspry/Actb/Frmd4b/Vasp/Psd3/Iqgap1/Cttn/Tirap/Anxa2/Phldb2/Ctnnd1/Inpp5j/Tubg1/Dagla/Ssx2ip/Eef1a1/Ctnna1/Arhgap18/Plekhg5/Ddx58/Eps8l3/Plekhh2/Adora1/Acap2/Ezr/Aak1/Abi1/Flot1/Dusp22",61
"GO:0043230","GO:0043230","extracellular organelle","25/1319","75/10332",3.18342879615614e-06,0.000102806024064101,8.12119296604538e-05,"Sri/Aqp1/Rab11a/Clic1/Tsg101/Lamp2/Arc/Anxa1/Cubn/Arrdc1/Sord/Sdcbp/Prom1/Alb/Aoc1/Aldoa/Ist1/Anxa2/Pdcd6ip/Rap2b/Xpnpep2/Arrdc4/Krt13/Gprc5a/Ahnak",25
"GO:0070062","GO:0070062","extracellular exosome","22/1319","63/10332",5.1986822614579e-06,0.000158559808974466,0.000125254800685418,"Sri/Aqp1/Rab11a/Clic1/Tsg101/Lamp2/Anxa1/Cubn/Sord/Sdcbp/Prom1/Alb/Aoc1/Aldoa/Ist1/Anxa2/Pdcd6ip/Rap2b/Xpnpep2/Krt13/Gprc5a/Ahnak",22
"GO:0030424","GO:0030424","axon","77/1319","368/10332",5.60692716445993e-06,0.000162010684909921,0.000127980830568282,"Comt/Fmr1/Dlg3/Itga3/Septin7/Sri/Aqp1/Rab11a/Map2k1/Eif4g2/Atp5g1/Arpc2/Rhoa/Fzd3/Arpc5/Dynll1/Map2/Cntnap1/Aldoc/Ndel1/Sema6a/Cobl/Hcn2/Ppp2ca/Canx/Rtn4/Klc1/Cxadr/App/Synj2/Tnfrsf21/Slc1a1/Dctn2/Copg2/Dst/Glul/Stxbp1/Trpm7/Aurka/Anxa5/Txn1/Pink1/Tprgl/Acap3/P2rx4/Anxa3/Actb/Tnfrsf1a/Ttyh1/Iqgap1/Usp9x/Cttn/Map1lc3b/Cadm1/Zpr1/Map4/Map2k4/Ctnnd1/Inpp5j/Gdpd5/Dagla/Slc2a13/Ldlrap1/Shank2/Igsf9/Smurf1/Plekhg5/Adora1/Ppp1r2/Camk2d/Ntrk2/Aak1/Kif1b/Eno1/Ang/Septin5/Omp",77
"GO:0043197","GO:0043197","dendritic spine","31/1319","109/10332",9.62934025070717e-06,0.000264325389881912,0.000208804641225861,"Comt/Fmr1/Hip1r/Rac1/Sri/Ncoa2/Arpc2/Atp1a2/Rhoa/Canx/Asap1/Arc/Slc1a1/Baiap2/Abl2/Fcgr2b/Itpka/P2rx4/Ctnnd1/Eef2k/Dagla/Shank2/Lzts3/Clstn1/Kcnd3/Adora1/Sipa1l1/Ppp1r2/Cnn3/Adam10/Ntrk2",31
"GO:0016328","GO:0016328","lateral plasma membrane","17/1319","44/10332",1.31727389366954e-05,0.000344373032202179,0.000272038518391904,"Jup/Coro1c/Ctnnb1/Fzd3/Myo1c/Erbb3/Cldn7/Ocln/Slc12a2/Anxa1/Mark2/Slc16a3/Iqgap1/Dsg2/Epcam/Cldn4/Cldn3",17
"GO:0044309","GO:0044309","neuron spine","31/1319","111/10332",1.44010719509291e-05,0.000359372204593639,0.000283887159989607,"Comt/Fmr1/Hip1r/Rac1/Sri/Ncoa2/Arpc2/Atp1a2/Rhoa/Canx/Asap1/Arc/Slc1a1/Baiap2/Abl2/Fcgr2b/Itpka/P2rx4/Ctnnd1/Eef2k/Dagla/Shank2/Lzts3/Clstn1/Kcnd3/Adora1/Sipa1l1/Ppp1r2/Cnn3/Adam10/Ntrk2",31
"GO:1902495","GO:1902495","transmembrane transporter complex","25/1319","82/10332",1.87699578943146e-05,0.000436229108560702,0.000344600503742708,"Dlg3/Cacnb3/Atp5g1/Clic1/Atp1a2/Lrrc8a/Kcnq1/Eps8/Hcn2/Abcg8/Abhd6/Mcub/Slc9a1/Ttyh1/Cttn/Kcne3/Chrnb4/Ttyh3/Clic4/Shank2/Abcg5/Kcnd3/Lrrc8e/Cldn4/Lrrc8b",25
"GO:0005912","GO:0005912","adherens junction","26/1319","87/10332",1.90701249644023e-05,0.000436229108560702,0.000344600503742708,"Jup/Keap1/Ndrg1/Ctnnb1/Pdlim7/Pdlim2/Sh3bp1/Cxadr/Vegfa/Lama3/Smad7/Pkp1/Niban2/Actb/Frmd4b/Tjp1/Myo1e/Lmo7/Tnks1bp1/Ctnnd1/Wtip/Ssx2ip/Ctnna1/Pvr/Pkp3/Flot1",26
"GO:0016327","GO:0016327","apicolateral plasma membrane","9/1319","15/10332",2.13114700851541e-05,0.000467999883069984,0.00036969792316141,"Jup/Ctnnb1/Cldn7/Ocln/Cxadr/Tjp1/Ctnnd1/Cldn4/Cldn3",9
"GO:0032587","GO:0032587","ruffle membrane","18/1319","50/10332",2.30535664556356e-05,0.000486784922467074,0.000384537221851087,"Hip1r/Rac1/Inpp5k/Arpc2/Rhoa/Map2/Eps8/Myo1c/Appl2/Sh3yl1/Synj2/Itgav/Arhgef2/Psd3/Tirap/Eef1a1/Ddx58/Eps8l3",18
"GO:0001726","GO:0001726","ruffle","31/1319","115/10332",3.09295357584242e-05,0.000619901163322665,0.000489692798943415,"Hip1r/Rac1/Inpp5k/Arpc2/Rhoa/Map2/Eps8/Myo1c/Cobl/Appl2/Sh3yl1/Pdlim7/Synj2/Nckap1/Itgav/Trpm7/Gnas/Arhgef2/Frmd4b/Psd3/Iqgap1/Cttn/Tirap/Anxa2/Inpp5j/Eef1a1/Arhgap18/Ddx58/Eps8l3/Acap2/Ezr",31
"GO:0016323","GO:0016323","basolateral plasma membrane","36/1319","142/10332",3.16160884754729e-05,0.000619901163322665,0.000489692798943415,"Dlg3/Itga3/Aqp1/Ctnnb1/Kcnq1/Erbb3/Cldn7/Slc16a10/Egfr/Slc7a8/Cxadr/Slc12a2/Slc16a3/Cdh17/Car9/Slc2a1/Slc9a1/Tjp1/Cask/Vsig1/Cadm1/Anxa2/P2ry2/Slc26a7/S100g/Adora1/Epcam/Vamp8/Ezr/Slc51b/Dsp/Flot1/Slc4a4/Erbb2/Slc4a11/Hspa1a",36
"GO:0016324","GO:0016324","apical plasma membrane","49/1319","217/10332",3.80080102221497e-05,0.000719530952136559,0.000568395651961005,"Hip1r/Tcirg1/Cacnb3/Aqp1/Upk1a/Fzd3/Erbb3/Egfr/Slc6a19/Ocln/Slc7a8/Emp2/Plec/Slc10a2/Abcg8/Rab27b/Slc12a2/Anxa1/Trpm6/Slc1a1/Slc16a3/Slc15a1/Cd55/Cubn/Enpep/Eps15/Slc2a1/Slc9a1/Prom1/Abcg2/Tjp1/Slco2b1/Aqp8/P2ry2/Lmo7/Shank2/Abcg5/S100g/Dsg2/Pard6b/Epcam/Bst2/Cldn4/Ezr/Naaladl1/Itpk1/Erbb2/Slc4a11/Hspa1a",49
"GO:0098794","GO:0098794","postsynapse","75/1319","377/10332",4.61135797291404e-05,0.00084387850904327,0.000666624380645819,"Comt/Fmr1/Dlg3/Hip1r/Rac1/Sri/Rab11a/Chmp2b/Map2k1/Eif4g2/Ncoa2/Arpc2/Ctnnb1/Atp1a2/Rhoa/Ptprs/Bcas1/Map2/Eps8/Aldoc/Erbb3/Ppp2ca/Canx/Rtn4/Dynll2/Ywhaz/Asap1/Arc/App/Slc1a1/Add3/Slc16a3/Abhd6/Baiap2/Dst/Abl2/Fcgr2b/Stxbp1/Nckap1/Itpka/Arhgef2/P2rx4/Actb/Cask/Cttn/Eif4ebp1/Cadm1/Map4/Zdhhc15/Ctnnd1/Eef2k/Chrnb4/Pcdh17/Dagla/Lrfn3/Slc30a1/Shank2/Lzts3/Chmp4b/Clstn1/Kcnd3/Rnf10/Adora1/Sipa1l1/Ppp1r2/Cnn3/Adam10/Ntrk2/Pcbp2/Gapdh/Eif4b/Abi1/Hnrnpa3/Erbb2/Bnip3",75
"GO:0045177","GO:0045177","apical part of cell","60/1319","286/10332",5.54522315219124e-05,0.00097369902508209,0.000769176489950764,"Hip1r/Tcirg1/Cacnb3/Aqp1/Upk1a/Ctnnb1/Fzd3/Erbb3/Egfr/Slc6a19/Ocln/Slc7a8/Emp2/Plec/App/Slc10a2/Abcg8/Myo7b/Rab27b/Slc12a2/Anxa1/Trpm6/Slc1a1/Slc16a3/Slc15a1/Cd55/Cubn/Acvr1/Slc7a11/Enpep/Epb41l4b/Eps15/Slc2a1/Slc9a1/Prom1/P2rx4/Abcg2/Tjp1/Slco2b1/Aqp8/Usp9x/P2ry2/Lmo7/Tubg1/Clic4/Shank2/Abcg5/S100g/Dsg2/Pard6b/Epcam/Bst2/Cldn4/Ezr/Naaladl1/Itpk1/Patj/Erbb2/Slc4a11/Hspa1a",60
"GO:0098797","GO:0098797","plasma membrane protein complex","52/1319","238/10332",5.67547701322894e-05,0.00097369902508209,0.000769176489950764,"Cav2/Dlg3/Itga3/Jup/Cacnb3/Coro1c/Ctnnb1/Atp1a2/Kcnq1/Eps8/Erbb3/Pmp22/Hcn2/Itgb4/Abcg8/Chuk/Abhd6/Smad7/Cflar/Acvr1/Itgb6/Itgav/Bmp2/Gnas/Tlr2/Cdh17/Sdcbp/Eps15/Gnb1/Cttn/Casp3/Gnai2/Ctnnd1/Ap2b1/Kcne3/Chrnb4/Noxa1/Shank2/Tnfrsf23/H2-DMa/Ctnna1/Abcg5/Kcnd3/Gjb5/Gjb3/Gjb4/Rnf31/Flot1/B2m/Ifnlr1/Erbb2/H2-Q2",52
"GO:0032279","GO:0032279","asymmetric synapse","49/1319","222/10332",7.03309718569804e-05,0.00114998135959915,0.000908431253292782,"Fmr1/Dlg3/Hip1r/Chmp2b/Map2k1/Eif4g2/Ncoa2/Ctnnb1/Ptprs/Bcas1/Map2/Eps8/Ppp2ca/Rtn4/Dynll2/Ywhaz/Arc/Slc1a1/Add3/Slc16a3/Baiap2/Dst/Arhgef2/P2rx4/Actb/Cask/Cadm1/Map4/Ctnnd1/Eef2k/Dagla/Lrfn3/Slc30a1/Shank2/Lzts3/Chmp4b/Clstn1/Kcnd3/Rnf10/Adora1/Sipa1l1/Cnn3/Adam10/Ntrk2/Pcbp2/Gapdh/Abi1/Hnrnpa3/Bnip3",49
"GO:0031256","GO:0031256","leading edge membrane","22/1319","73/10332",7.1219246313973e-05,0.00114998135959915,0.000908431253292782,"Hip1r/Rac1/Inpp5k/Arpc2/Epha2/Rhoa/Map2/Eps8/Myo1c/Appl2/Hcn2/Sh3yl1/Synj2/Itgav/Arhgef2/Psd3/Tirap/Dagla/Eef1a1/Ddx58/Eps8l3/Adora1",22
"GO:1990351","GO:1990351","transporter complex","26/1319","94/10332",8.26276072859974e-05,0.00129607304000036,0.00102383681810018,"Dlg3/Cacnb3/Atp5g1/Clic1/Atp1a2/Lrrc8a/Kcnq1/Eps8/Hcn2/Abcg8/Abhd6/Mcub/Slc9a1/Ttyh1/Cttn/Kcne3/Chrnb4/Ttyh3/Clic4/Shank2/Atp8a1/Abcg5/Kcnd3/Lrrc8e/Cldn4/Lrrc8b",26
"GO:0044291","GO:0044291","cell-cell contact zone","18/1319","55/10332",9.82274909412911e-05,0.00149796923685469,0.00118332532946819,"Jup/Ctnnb1/Atp1a2/Ywhah/Cxadr/Tjp2/Dst/Anxa5/Slc2a1/Slc9a1/Tjp1/Rap2b/Ctnna1/Dsg2/Camk2d/Dsp/Flot1/Ahnak",18
"GO:0014069","GO:0014069","postsynaptic density","48/1319","220/10332",0.000112071579340837,0.00166289992048971,0.0013136128218613,"Fmr1/Dlg3/Hip1r/Chmp2b/Map2k1/Eif4g2/Ncoa2/Ctnnb1/Ptprs/Bcas1/Map2/Eps8/Ppp2ca/Rtn4/Dynll2/Ywhaz/Arc/Add3/Slc16a3/Baiap2/Dst/Arhgef2/P2rx4/Actb/Cask/Cadm1/Map4/Ctnnd1/Eef2k/Dagla/Lrfn3/Slc30a1/Shank2/Lzts3/Chmp4b/Clstn1/Kcnd3/Rnf10/Adora1/Sipa1l1/Cnn3/Adam10/Ntrk2/Pcbp2/Gapdh/Abi1/Hnrnpa3/Bnip3",48
"GO:0097060","GO:0097060","synaptic membrane","38/1319","162/10332",0.000118519670426241,0.00171229734378964,0.0013526344658064,"Comt/Fmr1/Hip1r/Itga3/Septin7/Ctnnb1/Ptprs/Cntnap1/Erbb3/Canx/Rtn4/Arc/Anxa1/Slc16a3/Abhd6/Baiap2/Stxbp1/Cask/Cadm1/Nt5e/P2ry2/Chrnb4/Pcdh17/Dagla/Lrfn3/Slc30a1/Shank2/Cpe/Clstn1/Kcnd3/Fcho2/Rnf10/Adora1/Marcksl1/Adam10/Ntrk2/Erbb2/Eno1",38
"GO:0014704","GO:0014704","intercalated disc","14/1319","38/10332",0.000139321183163555,0.00196121357837928,0.00154926659820202,"Jup/Ctnnb1/Atp1a2/Ywhah/Cxadr/Dst/Anxa5/Slc2a1/Slc9a1/Tjp1/Ctnna1/Dsg2/Camk2d/Dsp",14
"GO:0048786","GO:0048786","presynaptic active zone","15/1319","43/10332",0.000165460347957394,0.00227094327571523,0.0017939385094328,"Ncoa2/Ctnnb1/Fzd3/Ppfibp1/Cntnap1/Canx/App/Stxbp1/P2ry2/Ctnnd1/Lrfn3/Shank2/Adora1/Ntrk2/Flot1",15
"GO:0099055","GO:0099055","integral component of postsynaptic membrane","13/1319","35/10332",0.000218745957629283,0.00292906172532869,0.00231382116927509,"Ptprs/Canx/Rtn4/Slc16a3/Abhd6/Cadm1/Pcdh17/Dagla/Lrfn3/Slc30a1/Clstn1/Kcnd3/Adora1",13
