ENSMUST00000027288,Q9JJZ8,Q9JJZ8
ENSMUST00000027286,Q99M07,Q99M07
ENSMUST00000114925,Q9CQ61,Q9CQ61
ENSMUST00000027285,Q9CQ61,Q9CQ61
ENSMUST00000118059,Q9CQ61,Q9CQ61
ENSMUST00000151952,Q812G0,Q812G0
ENSMUST00000042161,Q812G0,Q812G0
ENSMUST00000154819,Q812G0,Q812G0
ENSMUST00000041815,Q6NY15,Q6NY15
ENSMUST00000114902,Q6NY15,Q6NY15
ENSMUST00000088072,Q6NY15,Q6NY15
ENSMUST00000041621,Q8VCM4,Q8VCM4
ENSMUST00000139725,Q8VDV8,Q8VDV8
ENSMUST00000027257,Q8VDV8,Q8VDV8
ENSMUST00000027256,Q9D7N6,Q9D7N6
ENSMUST00000193673,Q9D7N6,Q9D7N6
ENSMUST00000195373,Q9D7N6,Q9D7N6
ENSMUST00000078307,Q3V1I0,Q3V1I0
ENSMUST00000114894,Q9D7Q0,Q9D7Q0
ENSMUST00000162031,Q9CQ79,Q9CQ79
ENSMUST00000195247,Q9CQ79,Q9CQ79
ENSMUST00000195032,Q9CQ79,Q9CQ79
ENSMUST00000027252,Q05D44,Q05D44
ENSMUST00000027251,Q920Q2,Q920Q2
ENSMUST00000088029,Q5H8A1,Q5H8A1
ENSMUST00000027247,Q8BVF2,Q8BVF2
ENSMUST00000086535,P62900,P62900
ENSMUST00000178079,P62900,P62900
ENSMUST00000179954,P62900,P62900
ENSMUST00000054462,Q9Z1A9,Q9Z1A9
ENSMUST00000161515,Q9CWN7,Q9CWN7
ENSMUST00000003219,Q9CWN7,Q9CWN7
ENSMUST00000062525,Q3U2C5,Q3U2C5
ENSMUST00000053355,Q8BGC9,Q8BGC9
ENSMUST00000151913,D3YU81,D3YU81
ENSMUST00000027243,P27931,P27931
ENSMUST00000027241,P13504,P13504
ENSMUST00000095020,Q9ERS7,Q9ERS7
ENSMUST00000194296,Q9ERS7,Q9ERS7
ENSMUST00000174335,P14719,P14719
ENSMUST00000097772,P14719,P14719
ENSMUST00000173514,P14719,P14719
ENSMUST00000053043,P14719,P14719
ENSMUST00000195684,Q61098,Q61098
ENSMUST00000087983,Q61098,Q61098
ENSMUST00000108044,Q61098,Q61098
ENSMUST00000027237,Q9Z2B1,Q9Z2B1
ENSMUST00000027233,Q8BUE1,Q8BUE1
ENSMUST00000039672,Q8C0T7,Q8C0T7
ENSMUST00000114765,B2RVY9,B2RVY9
ENSMUST00000054883,P31361,P31361
ENSMUST00000057208,Q9D7N3,Q9D7N3
ENSMUST00000179766,Q9EQQ4,Q9EQQ4
ENSMUST00000114761,Q9EQQ4,Q9EQQ4
ENSMUST00000095014,Q3UR70,Q3UR70
ENSMUST00000186694,Q3UR70,Q3UR70
ENSMUST00000010434,Q922M7,Q922M7
ENSMUST00000008280,O70433,O70433
ENSMUST00000185893,O70433,O70433
ENSMUST00000086421,O55033,O55033
ENSMUST00000027217,Q99LS0,Q99LS0
ENSMUST00000126008,Q91XL3,Q91XL3
ENSMUST00000087933,Q64514,Q64514
ENSMUST00000188313,Q64514,Q64514
ENSMUST00000061421,Q8BLU2,Q8BLU2
ENSMUST00000027215,Q3TUU5,Q3TUU5
ENSMUST00000156392,Q3TUU5,Q3TUU5
ENSMUST00000128190,Q3TUU5,Q3TUU5
ENSMUST00000147571,Q3TUU5,Q3TUU5
ENSMUST00000133677,Q3TUU5,Q3TUU5
ENSMUST00000150911,Q3TUU5,Q3TUU5
ENSMUST00000152239,Q3TUU5,Q3TUU5
ENSMUST00000065767,Q9JHP7,Q9JHP7
ENSMUST00000027213,Q9JHP7,Q9JHP7
ENSMUST00000035991,Q8CBX9,Q8CBX9
ENSMUST00000114709,Q8CBX9,Q8CBX9
ENSMUST00000054801,Q8CDZ2,Q8CDZ2
ENSMUST00000074525,Q8K2A1,Q8K2A1
ENSMUST00000160854,Q8K2A1,Q8K2A1
ENSMUST00000087883,P08121,P08121
ENSMUST00000086430,Q3U962,Q3U962
ENSMUST00000027139,Q3U821,Q3U821
ENSMUST00000027137,Q9JHI9,Q9JHI9
ENSMUST00000027131,Q6P5F6,Q6P5F6
ENSMUST00000081851,Q9QYM9,Q9QYM9
ENSMUST00000051572,Q63918,Q63918
ENSMUST00000189542,Q8BGW5,Q8BGW5
ENSMUST00000186003,Q8BGW5,Q8BGW5
ENSMUST00000190103,Q8BGW5,Q8BGW5
ENSMUST00000027279,Q8BGW5,Q8BGW5
ENSMUST00000186684,Q8BGW5,Q8BGW5
ENSMUST00000188204,Q8BGW5,Q8BGW5
ENSMUST00000188051,Q8BGW5,Q8BGW5
ENSMUST00000185534,Q8BGW5,Q8BGW5
ENSMUST00000046390,P46735,P46735
ENSMUST00000114513,D3Z7P3,D3Z7P3
ENSMUST00000114510,D3Z7P3,D3Z7P3
ENSMUST00000069792,Q61122,Q61122
ENSMUST00000165859,Q8CB65,Q8CB65
ENSMUST00000185483,Q8CB65,Q8CB65
ENSMUST00000087701,Q8CBH5,Q8CBH5
ENSMUST00000027271,P49442,P49442
ENSMUST00000044478,Q8QZS1,Q8QZS1
ENSMUST00000050567,Q9CPS8,Q9CPS8
ENSMUST00000114492,Q9CPS8,Q9CPS8
ENSMUST00000114493,Q9CPS8,Q9CPS8
ENSMUST00000191441,Q9CPS8,Q9CPS8
ENSMUST00000190831,Q9CPS8,Q9CPS8
ENSMUST00000186266,Q9CPS8,Q9CPS8
ENSMUST00000190726,Q9CPS8,Q9CPS8
ENSMUST00000027269,O08689,O08689
ENSMUST00000027266,Q921I0,Q921I0
ENSMUST00000027265,Q6PEB4,Q6PEB4
ENSMUST00000114484,Q6PEB4,Q6PEB4
ENSMUST00000135614,Q6PEB4,Q6PEB4
ENSMUST00000144660,Q8BFS9,Q8BFS9
ENSMUST00000027264,Q8BFS9,Q8BFS9
ENSMUST00000027263,Q8BG48,Q8BG48
ENSMUST00000120904,Q6I6G8,Q6I6G8
ENSMUST00000087659,Q6I6G8,Q6I6G8
ENSMUST00000097741,Q6I6G8,Q6I6G8
ENSMUST00000027128,Q8CDI7,Q8CDI7
ENSMUST00000097739,Q3UUQ7,Q3UUQ7
ENSMUST00000179030,B2RXR6,B2RXR6
ENSMUST00000027123,P63038,P63038
ENSMUST00000075242,Q64433,Q64433
ENSMUST00000162364,Q6PEB6,Q6PEB6
ENSMUST00000027121,Q8CHX7,Q8CHX7
ENSMUST00000114428,Q8CHX7,Q8CHX7
ENSMUST00000061334,Q499X9,Q499X9
ENSMUST00000159398,Q924M5,Q924M5
ENSMUST00000042986,Q3USB7,Q3USB7
ENSMUST00000042857,Q8VI24,Q8VI24
ENSMUST00000114415,Q8VI24,Q8VI24
ENSMUST00000042734,Q9D9H8,Q9D9H8
ENSMUST00000162686,A2RSX7,A2RSX7
ENSMUST00000079998,A2RSX7,A2RSX7
ENSMUST00000027114,Q8BHE8,Q8BHE8
ENSMUST00000170139,Q91WJ7,Q91WJ7
ENSMUST00000169772,Q91WJ7,Q91WJ7
ENSMUST00000027202,Q7TSY8,Q7TSY8
ENSMUST00000040999,G3X982,G3X982
ENSMUST00000040442,Q3TYQ9,Q3TYQ9
ENSMUST00000114366,Q5SGK3,Q5SGK3
ENSMUST00000050552,Q9CQC6,Q9CQC6
ENSMUST00000034868,P22518,P22518
ENSMUST00000148330,P22518,P22518
ENSMUST00000151338,P22518,P22518
ENSMUST00000117069,Q9D6L8,Q9D6L8
ENSMUST00000114348,Q9D6L8,Q9D6L8
ENSMUST00000081677,Q9D6L8,Q9D6L8
ENSMUST00000114345,Q9D6L8,Q9D6L8
ENSMUST00000087521,Q9EQ80,Q9EQ80
ENSMUST00000171597,Q9EQ80,Q9EQ80
ENSMUST00000027198,Q60862,Q60862
ENSMUST00000161600,Q8C729,Q8C729
ENSMUST00000097724,Q8C729,Q8C729
ENSMUST00000038372,Q8C729,Q8C729
ENSMUST00000027193,Q9CQZ6,Q9CQZ6
ENSMUST00000055313,Q8BVM7,Q8BVM7
ENSMUST00000114313,O35732,O35732
ENSMUST00000114309,O35732,O35732
ENSMUST00000069333,O35732,O35732
ENSMUST00000027189,O89110,O89110
ENSMUST00000165549,O89110,O89110
ENSMUST00000114296,Q8K4T3,Q8K4T3
ENSMUST00000027185,Q8K4T3,Q8K4T3
ENSMUST00000094917,Q3V0J1,Q3V0J1
ENSMUST00000087475,Q3V0J1,Q3V0J1
ENSMUST00000186794,Q3V0J1,Q3V0J1
ENSMUST00000191200,Q6P7F1,Q6P7F1
ENSMUST00000078874,Q6P7F1,Q6P7F1
ENSMUST00000027178,Q920R0,Q920R0
ENSMUST00000163058,Q920R0,Q920R0
ENSMUST00000114248,Q3V3A1,Q3V3A1
ENSMUST00000114246,Q61090,Q61090
ENSMUST00000091374,P63166,P63166
ENSMUST00000191142,Q6DFW4,Q6DFW4
ENSMUST00000087435,O35607,O35607
ENSMUST00000036540,Q3U3E2,Q3U3E2
ENSMUST00000027172,Q3TY65,Q3TY65
ENSMUST00000191251,Q3TY65,Q3TY65
ENSMUST00000027173,Q9JJA4,Q9JJA4
ENSMUST00000122038,Q9JJA4,Q9JJA4
ENSMUST00000117438,Q9JJA4,Q9JJA4
ENSMUST00000187978,Q8VHI4,Q8VHI4
ENSMUST00000180952,Q8VHI4,Q8VHI4
ENSMUST00000060608,Q8BKE6,Q8BKE6
ENSMUST00000052332,P62484,P62484
ENSMUST00000027165,P31041,P31041
ENSMUST00000102827,Q9WVS0,Q9WVS0
ENSMUST00000075374,Q9CSB4,Q9CSB4
ENSMUST00000102822,O35375,O35375
ENSMUST00000075144,O35375,O35375
ENSMUST00000027112,O35375,O35375
ENSMUST00000114155,O35375,O35375
ENSMUST00000063594,O35375,O35375
ENSMUST00000114157,O35375,O35375
ENSMUST00000027111,Q91VD9,Q91VD9
ENSMUST00000168099,Q91VD9,Q91VD9
ENSMUST00000129339,O70251,O70251
ENSMUST00000050536,Q8K087,Q8K087
ENSMUST00000114132,Q5SS00,Q5SS00
ENSMUST00000029025,Q5SS00,Q5SS00
ENSMUST00000087374,Q9R1V7,Q9R1V7
ENSMUST00000114103,Q9R1V7,Q9R1V7
ENSMUST00000114107,Q9R1V7,Q9R1V7
ENSMUST00000090313,A2CI98,A2CI98
ENSMUST00000114094,Q5F204,Q5F204
ENSMUST00000027103,Q922E6,Q922E6
ENSMUST00000114086,Q99JB0,Q99JB0
ENSMUST00000185594,Q01147,Q01147
ENSMUST00000049932,Q01147,Q01147
ENSMUST00000087366,Q01147,Q01147
ENSMUST00000190348,Q01147,Q01147
ENSMUST00000114079,Q9CQL0,Q9CQL0
ENSMUST00000053469,Q9CQL0,Q9CQL0
ENSMUST00000063982,Q9EQD0,Q9EQD0
ENSMUST00000116133,Q9EQD0,Q9EQD0
ENSMUST00000139649,Q8BM47,Q8BM47
ENSMUST00000097713,Q8BM47,Q8BM47
ENSMUST00000087359,Q03740,Q03740
ENSMUST00000045028,P04342,P04342
ENSMUST00000027089,Q61597,Q61597
ENSMUST00000027090,P04344,P04344
ENSMUST00000061497,P04345,P04345
ENSMUST00000050047,Q8C3M9,Q8C3M9
ENSMUST00000097709,O88844,O88844
ENSMUST00000169032,O88844,O88844
ENSMUST00000097707,Q9Z1T6,Q9Z1T6
ENSMUST00000027083,Q91V95,Q91V95
ENSMUST00000027082,Q9CXV3,Q9CXV3
ENSMUST00000114013,P20357,P20357
ENSMUST00000027157,Q8VEE0,Q8VEE0
ENSMUST00000068168,Q5DTI6,Q5DTI6
ENSMUST00000027151,P05977,P05977
ENSMUST00000119429,P05977,P05977
ENSMUST00000027149,O89112,O89112
ENSMUST00000113979,O89112,O89112
ENSMUST00000119559,O89112,O89112
ENSMUST00000027144,Q8C196,Q8C196
ENSMUST00000119142,Q61527,Q61527
ENSMUST00000121473,Q61527,Q61527
ENSMUST00000027146,P81183,P81183
ENSMUST00000187184,P81183,P81183
ENSMUST00000065425,Q8K450,Q8K450
ENSMUST00000113940,Q8K450,Q8K450
ENSMUST00000053922,Q505H4,Q505H4
ENSMUST00000161937,Q505H4,Q505H4
ENSMUST00000162182,Q505H4,Q505H4
ENSMUST00000027393,O70445,O70445
ENSMUST00000027384,Q9CWJ9,Q9CWJ9
ENSMUST00000055226,P11276,P11276
ENSMUST00000048860,Q6NVG5,Q6NVG5
ENSMUST00000027381,Q99MZ7,Q99MZ7
ENSMUST00000027380,Q8BG50,Q8BG50
ENSMUST00000027379,P27641,P27641
ENSMUST00000047786,Q80TE3,Q80TE3
ENSMUST00000047615,Q8BJL0,Q8BJL0
ENSMUST00000152225,Q8BJL0,Q8BJL0
ENSMUST00000053499,A2RT91,A2RT91
ENSMUST00000059980,P61514,P61514
ENSMUST00000047328,P47877,P47877
ENSMUST00000027377,Q07079,Q07079
ENSMUST00000027374,P10856,P10856
ENSMUST00000080167,Q3TYX8,Q3TYX8
ENSMUST00000127134,Q3TYX8,Q3TYX8
ENSMUST00000027372,P35343,P35343
ENSMUST00000106899,P35343,P35343
ENSMUST00000190313,Q810W6,Q810W6
ENSMUST00000053389,Q810W6,Q810W6
ENSMUST00000113820,Q9CVB6,Q9CVB6
ENSMUST00000006467,Q9CVB6,Q9CVB6
ENSMUST00000077985,Q80SS6,Q80SS6
ENSMUST00000027370,Q69ZP3,Q69ZP3
ENSMUST00000087226,Q69ZP3,Q69ZP3
ENSMUST00000087225,Q69ZP3,Q69ZP3
ENSMUST00000097697,B9EKE5,B9EKE5
ENSMUST00000191010,B9EKE5,B9EKE5
ENSMUST00000027368,P41251,P41251
ENSMUST00000027367,P58466,P58466
ENSMUST00000027366,Q62468,Q62468
ENSMUST00000044260,Q8C0R0,Q8C0R0
ENSMUST00000087215,Q9JKY0,Q9JKY0
ENSMUST00000113749,Q8K3R3,Q8K3R3
ENSMUST00000067916,Q8K3R3,Q8K3R3
ENSMUST00000113747,Q8K3R3,Q8K3R3
ENSMUST00000113750,Q8K3R3,Q8K3R3
ENSMUST00000027362,Q8K3R3,Q8K3R3
ENSMUST00000113733,Q9CZP5,Q9CZP5
ENSMUST00000027358,Q9CZP5,Q9CZP5
ENSMUST00000113732,Q9CZP5,Q9CZP5
ENSMUST00000027357,Q9QZR0,Q9QZR0
ENSMUST00000087183,Q69ZM6,Q69ZM6
ENSMUST00000087186,Q69ZM6,Q69ZM6
ENSMUST00000042125,Q80UG8,Q80UG8
ENSMUST00000027356,Q9DBG1,Q9DBG1
ENSMUST00000160732,Q8BGM7,Q8BGM7
ENSMUST00000188073,Q8BGM7,Q8BGM7
ENSMUST00000113672,Q8BGM7,Q8BGM7
ENSMUST00000081636,Q8BGM7,Q8BGM7
ENSMUST00000006716,P22727,P22727
ENSMUST00000006718,P70701,P70701
ENSMUST00000160379,O35926,O35926
ENSMUST00000068631,Q8QZW2,Q8QZW2
ENSMUST00000006721,Q9JJV1,Q9JJV1
ENSMUST00000094844,Q3V0B4,Q3V0B4
ENSMUST00000164097,P97812,P97812
ENSMUST00000168720,Q8K158,Q8K158
ENSMUST00000190679,Q8K158,Q8K158
ENSMUST00000041213,Q8K158,Q8K158
ENSMUST00000097694,Q6NS82,Q6NS82
ENSMUST00000190240,Q6NS82,Q6NS82
ENSMUST00000160439,Q91X58,Q91X58
ENSMUST00000027394,Q91X58,Q91X58
ENSMUST00000027396,Q9DC29,Q9DC29
ENSMUST00000155716,Q8VC60,Q8VC60
ENSMUST00000113623,Q8VC60,Q8VC60
ENSMUST00000027401,O88697,O88697
ENSMUST00000186213,P68368,P68368
ENSMUST00000188931,Q9QYI5,Q9QYI5
ENSMUST00000055223,Q9QYI5,Q9QYI5
ENSMUST00000082158,Q9QYI5,Q9QYI5
ENSMUST00000188346,Q9QYI5,Q9QYI5
ENSMUST00000188290,Q9QYI5,Q9QYI5
ENSMUST00000187058,Q9QYI5,Q9QYI5
ENSMUST00000039534,P47939,P47939
ENSMUST00000066668,Q9Z2W0,Q9Z2W0
ENSMUST00000113605,Q9Z2W0,Q9Z2W0
ENSMUST00000187836,Q9Z2W0,Q9Z2W0
ENSMUST00000027409,P31001,P31001
ENSMUST00000113590,Q62407,Q62407
ENSMUST00000037796,Q922H4,Q922H4
ENSMUST00000113584,Q922H4,Q922H4
ENSMUST00000037708,Q7TNS7,Q7TNS7
ENSMUST00000079205,Q6IQX7,Q6IQX7
ENSMUST00000094818,Q6IQX7,Q6IQX7
ENSMUST00000113567,D3YYU8,D3YYU8
ENSMUST00000113575,Q8BG75,Q8BG75
ENSMUST00000050899,Q8BG75,Q8BG75
ENSMUST00000037330,Q04997,Q04997
ENSMUST00000027414,Q3TAA7,Q3TAA7
ENSMUST00000113553,Q3TAA7,Q3TAA7
ENSMUST00000124341,P16283,P16283
ENSMUST00000027451,Q03137,Q03137
ENSMUST00000188952,Q03137,Q03137
ENSMUST00000188797,Q03137,Q03137
ENSMUST00000087086,P24610,P24610
ENSMUST00000036172,Q810K3,Q810K3
ENSMUST00000170217,Q9WUA2,Q9WUA2
ENSMUST00000068333,Q9WUA2,Q9WUA2
ENSMUST00000113524,Q91ZV4,Q91ZV4
ENSMUST00000012331,Q91ZV4,Q91ZV4
ENSMUST00000035779,Q9CZW4,Q9CZW4
ENSMUST00000142704,Q9CZW4,Q9CZW4
ENSMUST00000057262,Q9WTW3,Q9WTW3
ENSMUST00000049972,Q03517,Q03517
ENSMUST00000162342,Q7TN05,Q7TN05
ENSMUST00000113512,E9Q4P1,E9Q4P1
ENSMUST00000113513,E9Q4P1,E9Q4P1
ENSMUST00000113515,E9Q4P1,E9Q4P1
ENSMUST00000113514,E9Q4P1,E9Q4P1
ENSMUST00000027464,Q9CY73,Q9CY73
ENSMUST00000027467,Q07235,Q07235
ENSMUST00000058748,Q8BLQ0,Q8BLQ0
ENSMUST00000163119,Q9JLV5,Q9JLV5
ENSMUST00000027322,Q8BHC7,Q8BHC7
ENSMUST00000140020,Q8BHC7,Q8BHC7
ENSMUST00000087050,Q9QZR9,Q9QZR9
ENSMUST00000113457,Q9QZS0,Q9QZS0
ENSMUST00000078332,Q6PCP5,Q6PCP5
ENSMUST00000073025,Q6PCP5,Q6PCP5
ENSMUST00000160786,Q6PCP5,Q6PCP5
ENSMUST00000160972,Q6PCP5,Q6PCP5
ENSMUST00000027331,Q9CQY8,Q9CQY8
ENSMUST00000189220,Q8K2K6,Q8K2K6
ENSMUST00000113444,Q8K2K6,Q8K2K6
ENSMUST00000063380,Q8K2K6,Q8K2K6
ENSMUST00000186302,Q8K2K6,Q8K2K6
ENSMUST00000045560,Q99PL8,Q99PL8
ENSMUST00000164473,Q99PL8,Q99PL8
ENSMUST00000113437,O89093,O89093
ENSMUST00000186832,O89093,O89093
ENSMUST00000168574,Q3UBG2,Q3UBG2
ENSMUST00000176559,Q3UBG2,Q3UBG2
ENSMUST00000049126,Q8JZM4,Q8JZM4
ENSMUST00000186465,G5E870,G5E870
ENSMUST00000027421,G5E870,G5E870
ENSMUST00000097672,Q9CQ24,Q9CQ24
ENSMUST00000027422,Q8K1C7,Q8K1C7
ENSMUST00000093508,Q8BVK9,Q8BVK9
ENSMUST00000155094,O35892,O35892
ENSMUST00000147552,O35892,O35892
ENSMUST00000113360,Q06138,Q06138
ENSMUST00000097666,Q06138,Q06138
ENSMUST00000027425,Q91VK4,Q91VK4
ENSMUST00000086975,Q3UJF0,Q3UJF0
ENSMUST00000052854,Q9D9T6,Q9D9T6
ENSMUST00000125083,Q9D9T6,Q9D9T6
ENSMUST00000152501,Q9D9T6,Q9D9T6
ENSMUST00000113344,Q9D9T6,Q9D9T6
ENSMUST00000130504,Q9D9T6,Q9D9T6
ENSMUST00000159876,Q9D9T6,Q9D9T6
